问题,答案,参考,us3路径
中国石油2023年分红率是多少，分红条款有何规定？,中国石油公司章程规定现金分红比例不少于归母净利的30%，2023年分红率高达50%。,以中国石油为例，公司章程规定现金分红比例不少于归母净利的30%，2023年分红率高达50%。,pdf/2024-12-12/email_6fb31882-e768-543a-8797-2eabbe7f3397.md
2024年海通证券对第四范式公司的合理价值区间及投资评级如何？,海通证券预计2024年第四范式公司的合理价值区间为73.08-85.26港元，维持“优于大市”评级。,24年6-7倍PS，对应公司合理价值区间73.08-85.26港元，持“优于大市”评级。,pdf/2024-12-12/email_2badb2f1-9fae-50f5-9535-1259cfe128ef.md
联影集团和万东医疗在AI辅助阅片和云胶片领域有何具体业务布局？,联影集团、万东医疗等企业有相关业务布局。,我们认为：政策有助于推动AI辅助阅片、云胶片在医疗机构中的应用，促进相关产业发展，其中联影集团、万东医疗等企业有相关业务布局。,pdf/2024-12-12/email_e5275364-ccc6-5f38-bfb9-0ee46554979c.md
2024年11月18日至11月22日，24兰州银行二级资本债01的估值偏离率是多少？,24兰州银行二级资本债01在本周的估值偏离率为-1.8398%。,折价个券方面，折价率前二的个券为24兰州银行二级资本债01（-1.8398%）...,pdf/2024-12-12/email_bbf95b20-2e22-579d-88a3-1346f47e460e.md
2024年11月中炬高新持股5%以上股东中山润田的最新持股比例是多少？,中炬高新股东中山润田减持中炬高新股份1487万股，持股比例从7.84%变为5.94%。,【中炬高新】公司发布关于持股5%以上股东权益变动超过1%的提示性公告：公司股东中山润田减持中炬高新股份1487万股，持股比例从7.84%变为5.94%，变动比例达到目前公司总股本的1.90%。,pdf/2024-12-12/email_74c909c0-dac4-5d21-ba01-f99d41b56dc6.md
贵州茅台2024年的一批价和散瓶价格分别为多少？,本周茅台价格微涨，散瓶价格为2210元，环比上涨20元，整箱价格2255元，环比上涨5元。,白酒板块：本周茅台价格微涨，散瓶价格为2210元，环比上涨20元，整箱价格2255元，环比上涨5元。,pdf/2024-12-12/email_74c909c0-dac4-5d21-ba01-f99d41b56dc6.md
2024年上半年招商银行对公房地产贷款余额是多少？与2022年第一季度相比降幅如何？,截至2Q24，招商银行对公房地产贷款余额为3039亿元，较1Q22下降614亿元。,招行从2Q22开始不断压降对公房地产贷款规模，截至2Q24，招行对公房地产贷款余额3039亿元，较1Q22下降614亿元。,pdf/2024-12-12/email_c476680b-2116-5b7f-92fb-ab02eceabad6.md
截至2024年上半年，招商银行重组贷款规模是多少，占总贷款比重为多少，在股份行中处于什么水平？,截至1H24，招商银行重组贷款规模为141.7亿元，占总贷款比重为0.22%，重组贷款占比在股份行中处于最低水平。,截至1H24，招行重组贷款规模为141.7亿元，占总贷款比重仅0.22%，重组贷款规模在股份行中处于较低水平，重组贷款占比股份行最低。,pdf/2024-12-12/email_c476680b-2116-5b7f-92fb-ab02eceabad6.md
2024年中国通号预计归母净利润和同比增速分别为多少？,预计2024年中国通号归母净利润为35.69亿元，同比增长2.63%。,基于以上假设，我们预计公司2024-2026年的营业总收入分别为332.66/351.78/379.46亿元，分别同比-10.31%/+5.75%/+7.87%。公司2024-2026年的归母净利润分别为35.69/39.92/44.62亿元，分别同比+2.63%/+11.86%/+11.76%。,pdf/2024-12-12/email_88ce7cd0-2d75-5e5b-b13a-b83c7dcc38eb.md
中国通号2023年铁路通信信号系统业务的营收和毛利贡献分别是多少？,2023年铁路通信信号系统业务贡献了52%的营收和64%的毛利。,2023年铁路通信信号系统业务贡献了52%营收和64%毛利，城轨通信信号系统业务贡献了23%营收和24%毛利，海外业务贡献了4%营收和3%毛利，工程总承包业务贡献了21%营收和8%毛利。,pdf/2024-12-12/email_88ce7cd0-2d75-5e5b-b13a-b83c7dcc38eb.md
中国通号的控股股东是谁，持股比例为多少？,中国通号的控股股东为中国铁路通信信号集团有限公司，持股比例为62.46%。,公司控股股东为中国铁路通信信号集团有限公司，子公司众多业务分工明晰。公司控股股东为国务院国资委旗下的中国铁路通信信号集团有限公司，持有中国通号62.46%的股权，公司股权结构稳定，属于中央企业。,pdf/2024-12-12/email_88ce7cd0-2d75-5e5b-b13a-b83c7dcc38eb.md
2024年前三季度，牧原股份的资产负债率和归母净利润分别发生了怎样的变化？,2024年前三季度，牧原股份的资产负债率从63.6%降至58.4%，归母净利润从-23.8亿元提升至96.5亿元，实现了显著改善。,以牧原股份、温氏股份等为代表的龙头企业，不仅在营业收入上实现了稳步增长，而且也表现出明显的盈利提升。... 资产负债率高升，今年生猪养殖行业经历了资产负债率的显著下降，与猪价的上涨有着直接的关联。... 牧原股份 24Q1：63.6%，24Q2：61.8%，24Q3：58.4%，归母净利润 24Q1：-23.8亿元，24Q3：96.5亿元。,pdf/2024-12-12/email_ad4a7872-7bf1-58b8-b55f-1635e82394da.md
2024年1-10月，温氏股份的生猪出栏量同比增速是多少？,2024年1-10月，温氏股份的生猪出栏量同比增长16.9%。,分企业来看，牧原股份、温氏股份等猪企1-10月生猪出栏量同比分别增长9.2%、16.9%。,pdf/2024-12-12/email_ad4a7872-7bf1-58b8-b55f-1635e82394da.md
2024年“双11”期间，乖宝宠物的全网销售额和同比增速为多少？,2024年“双11”期间，乖宝宠物全网销售额突破6.7亿元，同比增长65%。,上市宠物食品公司销售成绩亮眼，其中，乖宝宠物“双11”全周期全网销售额超6.7亿元，同比增长65%，麦富迪品牌多平台蝉联榜首，弗列加特品牌销售额增速亮眼，双品牌及旗舰店铺均破亿。,pdf/2024-12-12/email_ad4a7872-7bf1-58b8-b55f-1635e82394da.md
2024年保利发展的归母净利润及同比增速是多少？,保利发展2024年归母净利润预计为108.0亿元，同比增速为-11%。,表格63：股票代码 600048.SH，公司 保利发展，归母净利润（亿元）2024E 108.0，归母净利润同比增速2024E -11%。,pdf/2024-12-12/email_f9b53a66-c4e2-5d76-a17a-954450dc2136.md
2025年招商蛇口的归母净利润及对应预测增长率是多少？,招商蛇口2025年归母净利润预测为76.9亿元，同比增长21%。,表格63：股票代码 001979.SZ，公司 招商蛇口，归母净利润（亿元）2025E 76.9，归母净利润同比增速2025E 21%。,pdf/2024-12-12/email_f9b53a66-c4e2-5d76-a17a-954450dc2136.md
锦江酒店2024年境内加盟门店预期净增多少家？,我们预计2024年公司境内加盟门店净增985家。,预计24-26年公司境内加盟门店规模分别为1.17/1.26/1.34万家，境内加盟店净增985/850/800家，OCC为65%/67%/69%，ADR为246/258/283元。,pdf/2024-12-12/email_c84bb2bc-dcb9-5055-b26d-f67d8e4898f8.md
2023年锦江酒店的归母净利润是多少？,2023年锦江酒店的归母净利润为10.02亿元。,整体来看，公司盈利水平快速回升，23年实现归母净利润10.02亿元，恢复至19年的91.7%。,pdf/2024-12-12/email_c84bb2bc-dcb9-5055-b26d-f67d8e4898f8.md
锦江酒店2024年的目标市值是多少？,给予公司2024年可比公司平均估值，对应目标市值为352亿元。,给予公司24年可比公司平均估值，对应目标市值为352亿元，当前市值对应23%涨幅，首次覆盖，给予“买入”评级。,pdf/2024-12-12/email_c84bb2bc-dcb9-5055-b26d-f67d8e4898f8.md
中国铝业2024年11月19日拟收购哪些资产，涉及交易金额是多少？,"中国铝业2024年11月19日，公司所属青海分公司、连城分公司、贵州分公司拟通过协议方式以货币资金收购中铝高端制造扁锭生产线相关资产，交易对价为前述资产经评估后净值约17,536.66万元。","中国铝业：2024年11月19日，公司所属青海分公司、连城分公司、贵州分公司拟通过协议方式以货币资金收购中铝高端制造扁锭生产线相关资产，交易对价为前述资产经评估后净值约17,536.66万元。",pdf/2024-12-12/email_fc3f8f83-2d22-5965-82d9-63e33c9cb2ca.md
保利发展的归母净利润2023年为多少亿元，2024-2026年预测值分别为多少？,保利发展的归母净利润2023年为120.7亿元，2024年预测为132.0亿元，2025年预测为142.5亿元，2026年预测为151.6亿元。,表15：受益标的为融资有优势、投资强度高、布局区域优、机制市场化的房企（保利发展2023A归母净利润120.7亿元，2024E为132.0亿元，2025E为142.5亿元，2026E为151.6亿元）,pdf/2024-12-12/email_ba588870-f874-541a-8585-c2f178b6273e.md
2024年前三季度当升科技的营业收入和归母净利润分别是多少，同比变化情况如何？,2024年前三季度当升科技营业收入为55.25亿元，同比下降56%；归母净利润为4.64亿元，同比下降69%。,公司2024年前三季度营收55.25亿元，同比-56%，归母净利润 4.64亿元，同比-69%。,pdf/2024-12-12/email_2754979f-7616-5448-b762-74f6e4704f94.md
2024年前三季度当升科技三元正极与铁锂正极材料的出货量分别是多少？,2024年前三季度当升科技三元正极累计出货3.2万吨，其中国际客户占比50%左右，铁锂正极前三季度累计出货3.5万吨，同比实现大幅增长。,我们测算公司2024Q3三元正极出货量1万吨，铁 锂2.2万吨，...2024年前三季度三元正极累计出货3.2万吨，其中国际客户占比50%左右，铁锂正极前三季度累计出货3.5万吨，同比实现大幅增长。,pdf/2024-12-12/email_2754979f-7616-5448-b762-74f6e4704f94.md
当升科技2024-2025年归母净利润及市盈率（PE）预测分别是多少？,预计2024年当升科技归母净利润为5.91亿元，2025年为6.95亿元；对应PE分别为39.8倍、33.8倍。,投资建议：预计2024-25年公司归母净利润5.91、6.95亿元，对应PE39.8、33.8倍。,pdf/2024-12-12/email_2754979f-7616-5448-b762-74f6e4704f94.md
2025年东吴证券对美元兑人民币汇率的波动区间有何展望？,东吴证券预计在2025年至2026年对华加征关税政策正式落地之前，美元兑人民币汇率或延续“上有顶、下有底”的底线管理思路，预计USDCNY总体上保持在7.10-7.35的波动区间内震荡，贸易摩擦带来外部风险或将助推汇率突破底线，上限可能触及7.40-7.50区间。,预计USDCNY总体上保持在7.10-7.35的波动区间内震荡，新一轮贸易摩擦或推动美元兑人民币汇率渐进突破这一区间，...USDCNY波动上限或触及7.40-7.50区间。,pdf/2024-12-12/email_bf3d867c-acd0-5be1-93b5-d6f45754e774.md
光大证券股份有限公司建议在当前风格投资时钟下优先关注哪些一级行业和二级行业？,光大证券股份有限公司建议在当前轮动的成长与均衡风格下，优先关注兼具成长及均衡属性的一级行业（包括TMT、军工、电力设备、汽车）和二级行业（包括半导体、通信设备、消费电子、光伏设备）。,兼具成长及均衡属性的一级行业主要包括TMT、军工、电力设备、汽车等，二级行业主要包括半导体、通信设备、消费电子、光伏设备等。无论市场之后处于成长风格，还是均衡风格，这些行业可能都有机会取得不错表现，值得重点关注。,pdf/2024-12-12/email_6880c989-82e8-5f77-98f4-b8c2f72ca749.md
截至11月23日，海通证券宏观高频生产同步指标（HTPI）是多少？,截至11月23日，11月生产同步指标（HTPI）为5.88%。,海通宏观高频同步指标：截至11月23日，11月生产同步指标（HTPI）为5.88%，10月值为5.81%。,pdf/2024-11-24/email_7e0e43ae-79c7-531d-a2c8-4d5ccc62a4fd.md
中国化学2024年10月新签国内合同额同比增长多少？,中国化学2024年10月国内合同新签合同额同比增长93%。,中国化学10月国内合同新签合同额同比增长93%，虽然涨幅较前月小幅回落，但增速仍保持相对高位。,pdf/2024-11-24/email_7e0e43ae-79c7-531d-a2c8-4d5ccc62a4fd.md
2024年11月22日洛阳钼业的最新股价和年初至今涨跌幅是多少？,2024年11月22日，洛阳钼业的最新价格为7.32元，年初至今涨幅为43.13%。,代码 603993.SH 股票名称 洛阳钼业 最新价格（元） 7.32 周涨跌幅 -1.88% 本月以来 -3.68% 年初至今 43.13%,pdf/2024-12-12/email_9a493eea-eaeb-5e7b-a4b7-20960675b012.md
2024年11月22日天齐锂业的最新股价及年初至今的涨跌幅如何？,2024年11月22日，天齐锂业的最新价格为39.81元，年初至今跌幅为-25.85%。,代码 002466.SZ 股票名称 天齐锂业 最新价格（元） 39.81 周涨跌幅 5.29% 本月以来 10.74% 年初至今 -25.85%,pdf/2024-12-12/email_9a493eea-eaeb-5e7b-a4b7-20960675b012.md
